기간,원자력,석탄_유연탄,석탄_무연탄,석탄_계,유류,LNG,양수,신재생_연료전지,신재생_석탄가스화,신재생_태양,신재생_풍력,신재생_수력,신재생_해양,신재생_바이오,신재생_폐기물,신재생_계,기타,합계
2010/11,29.26259787,57.27541622,95.93613522,58.90608925,198.61238316,114.03823681,166.55497887,104.3846509,,108.0464007,112.3329785,122.0837707,100.5539685,104.3180374,73.553018,96.9158817,746.10252591,63.8922045
2010/10,30.3797222,59.14521433,99.68110539,60.99903572,219.22528954,122.84693157,175.12323556,110.3511194,,116.0977204,123.4540328,127.1044161,110.2756615,110.7688787,71.5654267,103.1956129,748.84775468,65.04955257
2010/09,30.67390224,58.14099081,105.38949871,60.02034677,199.14841711,132.51357904,172.05318595,109.6735496,,124.6202202,119.5852802,125.7837814,126.647547,111.5127889,70.0194969,111.2624528,872.79547018,68.78939747
2010/08,34.82591795,62.76603025,107.43444637,64.60381881,213.91336826,145.30868308,204.47561227,115.4826262,,134.2880791,115.5768078,137.3211373,130.1923569,114.9861897,72.6434587,115.530605,13851.03397341,74.63690512
2010/07,46.36721903,63.03584313,114.44095229,65.17872893,211.28555012,141.02078435,235.00036681,109.9652446,,130.6085432,116.5780708,136.9000221,121.2854525,111.0882934,68.1559105,109.8636445,947.0655291,76.85562512
2010/06,42.95397259,61.01557774,109.22304801,62.76187102,184.55526038,131.17457872,218.26800326,111.4168367,,126.1484927,119.31321,132.0507601,107.9626461,113.2808725,72.3093246,113.4267026,656.98398028,72.69658053
2010/05,43.74300233,60.87248609,110.70421972,62.82492414,181.4910398,127.72523094,188.47371788,114.2278037,,118.9239322,120.7997098,128.2526364,0,114.5632891,74.8074123,112.7723427,801.47834369,71.69517292
2010/04,43.8520527,57.74141419,110.97902223,60.15974537,180.61835951,120.08556533,192.11715248,114.3158516,,121.3266572,121.8776216,128.11911,124.0118423,114.5549329,61.484684,107.375461,1613.07485733,72.92743523
2010/03,45.62131436,60.79513391,117.85959217,62.89001128,174.42496362,121.9243146,199.32019047,118.9769797,,130.187434,129.935726,139.0873847,117.6916815,118.3870143,56.3121283,110.1360154,1418.08577086,76.48120042
2010/02,44.53809197,62.2122564,119.40161607,64.42516491,173.44953667,126.05941265,210.68994828,116.6434508,,127.7871685,133.565343,144.0883209,147.8435673,117.4540918,42.7900726,106.6864883,1367.36273185,75.81448698
2010/01,49.31563138,65.72964173,123.52400411,67.91622313,169.40433153,130.63629225,250.14629267,120.1220651,,129.0480443,127.6960649,152.2358975,0,120.4317687,42.3279706,117.7933454,1389.74709803,80.59454229
2009/12,43.93302919,61.0908403,112.86248938,63.22795973,152.07073866,121.84886292,192.38541144,115.8707977,,120.3572371,116.4213668,137.0590856,124.8998397,115.6348251,16.2741316,104.1724417,2084.2175038,73.57679595
2009/11,40.38732999,59.92850884,101.50901204,61.57130941,160.98519582,117.00136722,198.91601699,103.180568,,108.4637191,103.2735945,121.4457983,118.5844371,103.4897592,7.7745868,88.9763146,1748.35931328,68.14659318
2009/10,33.38070712,54.14613831,88.8842904,55.21925681,272.71898751,108.38624412,143.08977309,80.6582892,,84.5891579,80.3311274,101.203976,93.75,80.2849827,7.8827487,75.8967511,949.42190419,56.83586926
2009/09,32.13557818,54.64163763,83.66021957,55.63427025,221.01350538,98.00132212,133.95073788,78.1559873,,85.6569223,78.2285215,95.7364692,0,78.4801649,6.9493171,77.1104783,870.33635131,56.87790527
2009/08,35.50909545,56.55363913,93.08581316,57.86403993,248.42663597,119.54114136,133.24422239,73.6656976,,86.0105518,73.4427817,91.1854372,0,72.9482516,5.1652741,78.6323983,1338.06121652,61.54571549
2009/07,27.78776746,54.53832388,83.77346666,55.48514728,343.08209395,103.55309325,107.85046624,64.3777977,,73.8425666,63.5549184,79.842194,0,64.6407813,3.9080276,71.1244403,5508.90531062,54.6095191
2009/06,24.50595898,51.89281937,83.76960734,52.89116998,203.91670957,98.02347379,120.62110304,72.2921399,,81.202372,72.6731303,90.8812285,83.3333333,73.2997486,2.4425654,64.996977,4923.435615,51.12152531
2009/05,28.9568271,60.69356174,96.61947744,62.31789298,134.41194744,124.75157868,142.76925215,92.4158408,,98.0553922,92.3441731,109.8969522,98.9583333,92.5899851,6.0799828,84.9246911,1272.66530222,58.356003
2009/04,33.47900252,58.89494248,110.1890772,61.19456102,119.67670201,135.30282904,169.46038138,113.179983,,115.5707109,113.1813448,130.2601609,0,113.2098236,12.5782738,107.6870746,738.2878368,64.5666913
2009/03,36.139092,63.77163434,119.69626138,66.42156102,115.31585365,144.31420738,181.38199548,125.5411207,,124.2496126,125.8752895,141.9088072,0,124.9772332,9.9465259,116.7247275,794.30704441,71.24116758
2009/02,43.46760084,73.32612244,148.97530149,76.89110106,124.57048072,183.22277407,232.33479835,159.2389541,,159.5115477,158.1530128,181.3308451,0,159.5098795,9.438833,138.577984,1527.38336123,84.92556944
2009/01,47.50326752,75.97765756,163.14258832,79.71901563,144.48122326,195.15084133,255.1158538,153.049564,,150.9235691,151.9749497,187.9856805,0,155.0332087,3.527675,147.9237536,1128.9515477,91.40206271
2008/12,46.03567692,65.79875743,157.1602996,70.19174858,199.89802756,181.56165792,275.8928813,165.698799,,168.101673,167.0397693,186.7402219,0,165.6014604,2.7467888,113.9028797,4030.66635745,85.40049857
2008/11,44.37584261,61.19737286,150.13827174,65.44332003,234.95421465,173.06013086,254.67390422,158.0949197,,162.3519388,159.2873094,182.1160868,0,158.9994364,14.5002999,153.6739734,825.81825209,81.87952203
2008/10,40.64263873,53.84622665,141.28762312,56.96989336,260.60900518,156.57019317,207.19398793,140.8061042,,150.202383,142.0270033,167.2352709,0,141.7442737,19.3490253,145.1294113,592.33567852,71.46179319
2008/09,36.56542545,51.27258297,135.5971115,53.43028923,249.02120134,155.71532737,204.34767709,142.9396135,,139.8068524,138.1642704,138.4055703,0,123.7401329,4.1105456,118.3076917,1122.65061166,69.35944094
2008/08,33.27843741,49.85461648,125.82733104,52.20836471,294.02085446,155.68651974,163.87951821,100.4039465,,121.9913752,103.2292114,122.9066836,0,100.0363258,3.9246046,109.7127484,1271.99664685,62.65600761
2008/07,42.62415358,56.11108152,132.53139551,59.04422353,202.36259335,147.19209813,211.75039634,114.4393041,,132.7288893,109.2500452,133.48428,0,114.6978359,3.5594347,110.4372303,1741.49181213,73.72857874
2008/06,37.65142452,50.89740256,119.07492494,53.47887822,212.49956404,134.72148146,195.66698992,102.8265153,,117.8398222,98.5947049,124.3997986,0,109.3831851,8.6797209,111.5595793,1765.06304906,62.72267144
2008/05,38.72046903,50.14822295,120.2933788,52.79635851,208.69569167,122.73306324,175.77496074,106.2606525,,112.129864,106.0386822,121.7977225,0,106.5134152,5.0838766,105.5698071,1037.25147561,62.79449645
2008/04,36.88151926,42.23663133,73.87371774,43.60211358,178.02691465,129.94888365,191.7283286,109.8850055,,114.2669999,110.0575225,124.4746636,0,109.819189,4.0378088,103.3710092,1179.73885919,60.7134278
2008/03,36.76403234,42.29465366,74.29007231,43.70203334,166.89467405,128.47815255,223.27285931,108.4995833,,113.399442,109.6881884,125.580452,0,109.1396348,3.0049769,103.118249,1215.05116912,60.28814403
2008/02,36.48033809,42.18312026,76.69595027,43.18498252,151.87086248,127.2095306,156.1720339,103.4871665,,107.0074777,107.6459458,124.4024452,0,103.7210674,4.0783365,102.2983619,1464.80334905,61.91711445
2008/01,38.6575166,44.42672304,78.49727384,45.70445871,152.19039946,124.00720442,223.90244834,104.6761757,,112.394089,103.8819407,128.0017942,0,104.797857,3.6356841,104.0434521,1573.36078811,65.52086548
2007/12,39.24205167,40.69242284,69.34133466,41.72596109,139.06412007,114.12266096,204.3603423,97.4671061,,98.1571116,95.7413995,114.1066525,0,96.9301318,6.3423921,93.4972556,3395.69560218,60.2417586
2007/11,39.42384346,40.73202818,68.6798241,41.66648858,132.92641356,109.16409355,245.24448797,89.6446486,,91.3858793,89.4345169,104.1021739,0,89.7852448,1.9052041,79.624737,3444.65685421,57.52795524
2007/10,39.76861904,40.8653803,69.00709983,42.02745064,135.68477251,104.96874903,237.78260112,85.4783535,,89.4769163,82.5180691,98.1526242,0,85.5862569,2.4786505,79.947745,7677.97904845,57.25991747
2007/09,37.59236505,39.50478985,71.22666573,40.52099425,150.46873609,101.42943091,133.97641251,69.5502982,,73.2627763,69.9985023,82.6405377,0,63.6191704,2.3449739,73.2940637,,52.49961335
2007/08,39.56547159,41.21927692,74.41805116,42.4817478,143.07547134,106.71606141,143.68385144,71.1105092,,85.8366021,68.4388778,87.6799047,0,71.4157312,2.9698362,78.245494,,55.78071569
2007/07,40.44861078,42.00483816,76.93908867,43.08075117,150.64850044,103.25002102,162.13515211,74.6210664,,82.7068241,75.6598719,92.5962464,0,74.1391739,2.9100823,76.0658671,,56.00094322
2007/06,39.14112509,40.7587009,58.56831585,41.47704148,118.91463499,100.77463428,162.9223296,80.5529615,,87.125895,82.5811318,95.2250341,0,80.100131,3.2972292,78.8309314,,55.7050392
2007/05,39.38426463,40.70341035,55.89143258,41.36289942,106.11597532,99.10538614,146.84920745,80.5458398,,83.2032775,82.0909765,92.3551083,0,80.4739791,3.510578,77.211967,,54.86068606
2007/04,39.42183946,40.75334379,55.31676364,41.3962558,109.51869469,99.63048069,223.73090633,81.9868952,,82.6651055,82.1382542,94.2282957,0,82.2306717,2.3891453,69.9238755,,54.84705252
2007/03,39.28499068,40.97304102,55.99479362,41.49733391,103.85239295,105.01151201,163.46913665,87.9643997,,89.21642,88.4010288,100.8597717,0,88.3651579,2.566397,79.6309415,,57.64558932
2007/02,38.43669334,40.15747067,60.35019974,40.79175246,102.22004094,102.62874591,150.32258894,80.60633,,80.7908339,85.9648563,95.9666461,0,80.5442888,4.1868975,80.9074649,,55.95273462
2007/01,40.93989923,42.39506584,68.21589031,43.37258408,104.96090859,107.84540517,206.3420811,85.6063184,,87.758109,86.8756801,100.6411254,0,85.801182,6.5519621,86.198007,,58.68188399
2006/12,37.44524588,38.09278051,49.58932461,38.59864467,104.75497172,106.41074751,159.1849312,88.4394728,0,87.8144015,89.4053128,100.0728819,0,88.928026,92.3218848,95.8657781,,56.12191594
2006/11,36.84178021,37.65675539,52.76479018,38.21144107,106.25080733,107.05347686,187.5384301,87.5199652,0,88.3148445,86.3995388,99.3981631,0,88.6506879,90.3281978,94.4447807,,54.86639831
2006/10,37.25937903,34.95696342,61.64345755,35.65346801,138.10541662,110.58374687,129.24268118,71.2063157,0,74.6237117,66.3649975,83.4105451,0,66.7067991,75.8837573,79.3903406,,48.72034881
2006/09,36.88584299,34.35737939,57.11651626,35.11666008,133.31169521,104.22816647,147.6486333,0,0,82.7949595,65.4487671,88.3758207,0,72.9872269,84.4644044,86.1150946,,49.65678268
2006/08,36.97710561,33.75070425,58.21904211,34.75412252,134.00807357,106.93142757,122.21153828,0,0,85.5027576,65.9895863,82.9184642,0,70.7201515,84.0142576,82.5598397,,50.88088193
2006/07,37.09503744,34.22851722,63.28999322,35.28199952,168.44184473,101.82397957,114.17125536,0,0,72.7420442,63.8034494,71.8494916,0,62.831397,76.0174315,71.8760336,,48.22942455
2006/06,37.41127237,34.68959728,58.14018697,35.59189295,136.8574508,96.1798049,134.92664439,0,0,78.1756212,70.426584,81.828965,0,69.4266717,78.7150443,81.0185074,,49.07408491
2006/05,39.65381922,41.92553588,54.25601563,42.40771874,149.63422872,102.17462902,148.82070801,0,0,83.1137973,80.4881919,90.7809287,0,80.8658869,84.6774902,89.1815263,,54.15354026
2006/04,39.96295831,42.54555556,50.92485142,42.96034958,125.5786192,99.72232724,148.05553914,0,0,83.9514897,82.4237841,92.455293,0,82.8255031,84.3760184,89.6582827,,56.83869762
2006/03,39.71306708,42.36674221,49.5921391,42.69738134,112.07581432,99.20877717,171.81088572,0,0,86.6631044,84.4450595,97.4497136,0,84.9679026,86.267993,92.5614263,,58.4416103
2006/02,39.58319249,43.70628861,50.59157247,43.93381122,108.25357001,98.34113707,163.83925034,0,0,83.2742367,82.153582,92.9922434,0,82.1344117,82.7059786,88.9261562,,56.09638208
2006/01,39.32455284,43.85874687,53.46993098,44.237495,102.24253943,106.28174283,149.28073849,0,0,78.424961,80.325949,92.9551786,0,79.300334,79.2376011,87.6677589,,55.82097047
2005/12,39.41414602,43.70544513,50.92827132,43.98127812,107.30183328,94.74711313,158.59076255,0,0,80.7938989,80.3396458,92.8089793,0,80.5644225,81.852879,90.0337685,,56.30011337
2005/11,39.24196347,44.28161911,50.75965203,44.53373043,113.39721259,94.01911365,163.09309217,0,0,75.9871396,75.3446509,86.4678817,0,75.6595477,76.0929624,84.4431859,,54.06456957
2005/10,39.07244752,43.94840661,54.34528154,44.34237843,134.9862939,90.81028591,139.42506292,0,0,65.798513,60.5326462,75.078941,0,63.3350838,69.735947,73.427513,,50.41964586
2005/09,38.91567493,44.10214944,57.07540373,44.62017871,112.56655865,92.19829553,114.37436496,0,0,67.6695708,60.337296,72.6902338,0,61.2273144,72.6799157,72.1176058,,51.80818991
2005/08,38.72351757,43.17266882,56.57611667,43.74896022,163.08456953,87.82413922,91.06968172,0,0,62.1203169,49.9411821,65.3085953,0,51.7986074,63.3440573,64.3448706,,49.30308702
2005/07,38.90690151,42.90605743,53.39424948,43.32725955,100.69112768,83.26953015,101.57018067,0,0,63.0416566,51.4338642,66.5059653,0,53.4712601,62.7304084,65.3291759,,49.79231464
2005/06,39.34146904,43.10967591,58.50164915,43.73754853,105.62982256,80.03507492,91.91862266,0,0,58.2609858,49.6725039,64.9543768,0,50.8579615,56.8237264,62.5849325,,48.93903928
2005/05,39.21816555,43.57010078,56.98290151,44.15913041,93.44126633,83.76133334,85.48179643,0,0,50.7172841,46.3920829,58.5927312,0,45.5174761,51.3196488,56.428601,,47.65450854
2005/04,39.22825677,42.84473578,52.5567179,43.31687828,72.98784337,81.81676122,95.62775781,0,0,52.6108468,52.4053468,60.5374145,0,51.9268511,52.1682192,58.7030045,,47.43304142
2005/03,39.40639729,42.7297949,49.56645681,43.05884872,74.48605627,79.75971313,167.05755822,0,0,61.9166549,61.2499704,70.1777307,0,61.4407916,61.7630254,67.4159688,,50.64824576
2005/02,38.63360138,44.08072,53.73023905,44.39264594,80.59681439,85.32107651,113.07504037,0,0,60.5321556,60.7825748,72.0097649,0,61.6181995,61.549858,68.8923396,,50.88308608
2005/01,39.08719502,43.97442018,50.51541519,44.2011572,82.40368849,84.23261888,131.52045143,0,0,66.0910703,66.6415544,76.3517715,0,66.455466,66.9434299,74.0333677,,52.95884113
2004/12,39.30827281,44.61703758,52.09721357,44.86618033,88.99737483,84.54002061,139.35451483,0,0,61.5729039,61.7844186,73.2235617,0,62.6272517,65.6627434,70.7768014,,51.37735257
2004/11,39.39975661,43.88695191,53.25494867,44.15445051,80.38907632,82.87238756,153.04607443,0,0,59.1222402,60.8293032,70.9327318,0,60.1555927,62.2105557,68.991877,,50.69568785
2004/10,39.25937654,43.22948617,52.54365747,43.51631056,83.33808363,81.56627056,157.83444357,0,0,59.9703538,58.3403856,67.5897022,0,57.8419552,60.3206235,66.14577,,49.62081897
2004/09,40.00640372,42.64425234,61.91072499,43.41328252,85.26888053,85.07997709,91.92571975,0,0,45.6465983,47.6758592,59.8935007,0,46.9628153,59.3512262,59.3001567,,49.25813001
2004/08,40.04224468,42.38887084,57.7434782,43.0705371,92.54020205,85.23961878,75.57842718,0,0,0,41.5488573,52.7984705,0,44.4540683,55.315406,52.8809478,,48.58663124
2004/07,39.50471846,41.15774914,57.74654216,41.81039442,90.46216842,77.38743182,89.41411259,0,0,0,46.648208,55.7914314,0,47.70889,56.9494607,55.697447,,48.44056456
2004/06,39.35244311,40.86328047,54.12211032,41.53383411,79.0765831,75.23074955,111.67568401,0,0,0,52.3548708,60.8734427,0,51.3776127,51.6145115,59.6499307,,48.11412623
2004/05,39.72401342,40.50205854,50.44041532,41.04929596,80.16847013,73.89581409,135.88771031,0,0,0,53.9813573,62.9013608,0,53.4461639,56.7099486,61.4437471,,48.06300347
2004/04,39.71053795,40.08431045,49.03889017,40.53099099,81.49302878,73.31474476,179.29647358,0,0,0,57.4571617,66.6607197,0,56.8146321,59.2057171,63.6713856,,48.5408894
2004/03,39.63008734,40.27359901,46.78512375,40.55994328,75.34571107,75.79259759,216.2836709,0,0,0,60.0670337,70.3922318,0,59.9816989,61.7269727,66.557094,,49.45427352
2004/02,39.08250013,40.90959723,45.76584621,41.14630489,74.55746679,74.67209346,193.81853154,0,0,0,59.4763191,69.9337734,0,59.9387842,61.9602431,66.5619069,,49.6337698
2004/01,39.10451909,41.0474187,48.03195124,41.40110885,75.03013675,72.13215807,100.19436854,0,0,0,51.3181689,64.5793252,0,54.0594669,58.0927895,61.9231827,,48.34647072
2003/12,40.61904652,42.18245505,47.38285941,42.4628344,70.70296327,74.34791732,134.52261805,0,0,0,55.4781847,64.6715876,0,55.3896324,57.1567753,62.3227244,,48.92273553
2003/11,40.14053117,42.13861261,47.60809936,42.46570582,69.4539005,79.94049107,110.53911885,0,0,0,51.0860441,60.464032,0,49.8993125,52.9541583,58.8554772,,47.89998595
2003/10,39.53668727,42.1827789,48.90795956,42.53280957,69.54758321,88.58727591,93.27868529,0,0,0,49.402729,58.984378,0,46.4239551,48.0729378,57.5158434,,47.58749522
2003/09,39.28682273,42.80777976,56.09569091,43.45878847,75.14704339,85.23818788,76.97038409,0,0,0,40.0457021,48.0700213,0,40.3622762,54.0443524,48.6325262,,48.08035401
2003/08,37.96916665,42.13467121,56.25614969,42.81926005,104.43740592,80.40714015,78.11453042,0,0,0,33.8569844,45.1605116,0,35.7635277,50.1591131,45.8682164,,46.20453358
2003/07,38.22546617,42.37219128,63.60532854,43.22632023,98.04042252,86.70802414,84.77384017,0,0,0,37.4303601,48.3960565,0,38.0846984,51.912038,48.810256,,46.71845639
2003/06,39.76837916,41.60072864,53.4519897,42.20631079,84.57294101,78.27961178,112.9117583,0,0,0,51.1389943,62.7399976,0,48.8522028,58.0244366,61.5614333,,48.32385328
2003/05,40.39813689,42.21779617,51.03981429,42.76104163,84.6959542,76.39450961,120.9707836,0,0,0,56.5908968,65.0505727,0,56.1832345,60.5628288,64.182076,,50.00969512
2003/04,40.50004895,42.08081283,47.73988983,42.47083908,79.34905497,75.46569899,121.14384372,0,0,0,56.5079719,65.6187896,0,55.2695811,58.1525833,64.2463021,,48.975747
2003/03,40.52552666,42.00372989,46.86071162,42.32366309,73.73476648,83.55049971,101.11358851,0,0,0,57.4804315,66.3471852,0,56.1476178,57.1982608,64.5780554,,49.38310009
2003/02,40.27382284,42.09861868,47.82303352,42.35000343,70.55916796,96.51686899,89.8366617,0,0,0,56.3707316,66.1721998,0,53.4349019,55.813857,64.4948906,,51.32212926
2003/01,40.20161974,42.13404938,48.74206067,42.5173,74.93442815,96.40254276,85.74194182,0,0,0,55.3952223,67.3744615,0,54.4757552,55.4226399,65.7331277,,50.27246263
2002/12,39.68395659,41.9310899,45.61226181,42.13924837,74.3543443,95.61615319,86.48204188,0,0,0,0,68.0787061,0,0,0,68.0787061,,49.46275937
2002/11,39.6261892,41.68119675,44.31155046,41.82362116,67.54311469,73.46320997,118.31145099,0,0,0,0,65.3300035,0,0,0,65.3300035,,47.7163064
2002/10,40.0242029,41.82697236,45.93985757,42.06756851,76.82616115,67.26834021,129.14587091,0,0,0,0,58.7556132,0,0,0,58.7556132,,46.29073193
2002/09,39.02689072,43.05620681,54.44081653,43.49207468,75.70963344,72.44842143,79.56329884,0,0,0,0,47.8163006,0,0,0,47.8163006,,46.87911953
2002/08,38.91258329,44.84454552,47.94989234,45.05574284,99.07906787,72.52420844,88.98416702,0,0,0,0,44.1684569,0,0,0,44.1684569,,46.7897831
2002/07,39.6341298,42.63460953,49.21512038,43.03939574,85.47698223,71.28570848,72.87180586,0,0,0,0,50.7446896,0,0,0,50.7446896,,46.7408483
2002/06,39.6206231,42.99324363,49.68033306,43.33708294,82.4645582,72.48848791,75.3963894,0,0,0,0,50.7363594,0,0,0,50.7363594,,46.39064452
2002/05,39.37185487,41.66046736,48.69151081,42.0338214,66.75507665,75.68979925,81.2183233,0,0,0,0,58.9023765,0,0,0,58.9023765,,46.03993482
2002/04,40.29989034,41.60040117,50.46536391,41.9945182,60.49094659,73.21190786,72.71728055,0,0,0,0,56.6115991,0,0,0,56.6115991,,46.26555134
2002/03,39.35188023,42.0886901,51.1184527,42.42922566,62.85430145,74.2479346,74.23322883,0,0,0,0,60.5903633,0,0,0,60.5903633,,46.54692767
2002/02,38.93293688,42.39458102,54.2437268,42.93761509,71.51587131,79.34000015,81.14316753,0,0,0,0,60.5317227,0,0,0,60.5317227,,47.34720756
2002/01,40.21211148,41.9052864,48.96326115,42.35990267,72.52170037,79.25681774,104.91208319,0,0,0,0,67.2300531,0,0,0,67.2300531,,48.75053314
